value_en	description_en	codesystem	code	description_code
Hypnotics and sedatives in combination, excl. barbiturates	Hypnotics and sedatives in combination, excl. barbiturates	UATC	UATC:N05CX	Hypnotics and sedatives in combination, excl. barbiturates
morphine, combinations	morphine, combinations	UATC	UATC:N02AA51	morphine, combinations
phenylbutazone	phenylbutazone	UATC	UATC:M02AA01	phenylbutazone
flumetasone and antiinfectives	flumetasone and antiinfectives	UATC	UATC:S02CA02	flumetasone and antiinfectives
isoniazid, sulfamethoxazole, trimethoprim and pyridoxine	isoniazid, sulfamethoxazole, trimethoprim and pyridoxine	UATC	UATC:J04AM08	isoniazid, sulfamethoxazole, trimethoprim and pyridoxine
levothyroxine sodium	levothyroxine sodium	UATC	UATC:H03AA01	levothyroxine sodium
betahistine	betahistine	UATC	UATC:N07CA01	betahistine
Other magnetic resonance imaging contrast media in ATC	Other magnetic resonance imaging contrast media in ATC	UATC	UATC:V08CX	Other magnetic resonance imaging contrast media in ATC
copper usnate	copper usnate	UATC	UATC:G01AX15	copper usnate
hexamidine	hexamidine	UATC	UATC:S03AA05	hexamidine
Occupational Activity	Occupational Activity	STY	STY:T057	Occupational Activity
bosutinib	bosutinib	UATC	UATC:L01XE14	bosutinib
xenon (127Xe) gas	xenon (127Xe) gas	UATC	UATC:V09EX02	xenon (127Xe) gas
theophylline	theophylline	UATC	UATC:R03DA04	theophylline
clobetasone	clobetasone	UATC	UATC:D07AB01	clobetasone
emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat	emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat	UATC	UATC:J05AR09	emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat
ethulose	ethulose	UATC	UATC:A06AC02	ethulose
Protectives against UV-radiation for systemic use	Protectives against UV-radiation for systemic use	UATC	UATC:D02BB	Protectives against UV-radiation for systemic use
pargyline and diuretics	pargyline and diuretics	UATC	UATC:C02LL01	pargyline and diuretics
trospium and analgesics	trospium and analgesics	UATC	UATC:A03DA06	trospium and analgesics
chloramphenicol	chloramphenicol	UATC	UATC:S03AA08	chloramphenicol
pyrrolnitrin	pyrrolnitrin	UATC	UATC:D01AA07	pyrrolnitrin
axitinib	axitinib	UATC	UATC:L01XE17	axitinib
cinepazet	cinepazet	UATC	UATC:C01DX14	cinepazet
Antiinfectives	Antiinfectives	UATC	UATC:S03AA	Antiinfectives
Other antigout preparations in ATC	Other antigout preparations in ATC	UATC	UATC:M04AX	Other antigout preparations in ATC
Disease or Syndrome	Disease or Syndrome	STY	STY:T047	Disease or Syndrome
Corticosteroid nasal preparations for topical use	Corticosteroid nasal preparations for topical use	UATC	UATC:R01AD	Corticosteroid nasal preparations for topical use
mipomersen	mipomersen	UATC	UATC:C10AX11	mipomersen
cholera, combinations with typhoid vaccine, inactivated, whole cell	cholera, combinations with typhoid vaccine, inactivated, whole cell	UATC	UATC:J07AE51	cholera, combinations with typhoid vaccine, inactivated, whole cell
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS	UATC	UATC:C08D	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
bismuth subcitrate	bismuth subcitrate	UATC	UATC:A02BX05	bismuth subcitrate
attapulgite, combinations	attapulgite, combinations	UATC	UATC:A07BC54	attapulgite, combinations
trimethyldiphenylpropylamine	trimethyldiphenylpropylamine	UATC	UATC:A03AX30	trimethyldiphenylpropylamine
CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	UATC	UATC:L01D	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
multienzymes (lipase, protease etc.)	multienzymes (lipase, protease etc.)	UATC	UATC:A09AA02	multienzymes (lipase, protease etc.)
norgestimate and ethinylestradiol	norgestimate and ethinylestradiol	UATC	UATC:G03AA11	norgestimate and ethinylestradiol
polidocanol	polidocanol	UATC	UATC:C05BB02	polidocanol
buspirone	buspirone	UATC	UATC:N05BE01	buspirone
temocillin	temocillin	UATC	UATC:J01CA17	temocillin
Nitroferricyanide derivatives acting on arteriolar smooth muscle	Nitroferricyanide derivatives acting on arteriolar smooth muscle	UATC	UATC:C02DD	Nitroferricyanide derivatives acting on arteriolar smooth muscle
Salt irrigating solutions	Salt irrigating solutions	UATC	UATC:B05CB	Salt irrigating solutions
iodine (131I) human albumin	iodine (131I) human albumin	UATC	UATC:V09XA03	iodine (131I) human albumin
Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics	Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics	UATC	UATC:S01EC	Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics
itramin tosilate	itramin tosilate	UATC	UATC:C01DX01	itramin tosilate
dapoxetine	dapoxetine	UATC	UATC:G04BX14	dapoxetine
aclidinium bromide	aclidinium bromide	UATC	UATC:R03BB05	aclidinium bromide
losartan and amlodipine	losartan and amlodipine	UATC	UATC:C09DB06	losartan and amlodipine
magnesium peroxide	magnesium peroxide	UATC	UATC:A02AA03	magnesium peroxide
diprophylline, combinations	diprophylline, combinations	UATC	UATC:R03DA51	diprophylline, combinations
Substance	Substance	STY	STY:T167	Substance
methoxsalen	methoxsalen	UATC	UATC:D05BA02	methoxsalen
mercury, metallic	mercury, metallic	UATC	UATC:D08AK05	mercury, metallic
Guanine derivatives, peripherally acting antiadrenergic agents	Guanine derivatives, peripherally acting antiadrenergic agents	UATC	UATC:C02CC	Guanine derivatives, peripherally acting antiadrenergic agents
ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON	ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON	UATC	UATC:C02D	ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON
megestrol	megestrol	UATC	UATC:L02AB01	megestrol
nicomorphine	nicomorphine	UATC	UATC:N02AA04	nicomorphine
Ethers for general anesthesia	Ethers for general anesthesia	UATC	UATC:N01AA	Ethers for general anesthesia
technetium (99mTc) mertiatide	technetium (99mTc) mertiatide	UATC	UATC:V09CA03	technetium (99mTc) mertiatide
cilazapril	cilazapril	UATC	UATC:C09AA08	cilazapril
bifonazole	bifonazole	UATC	UATC:D01AC10	bifonazole
candesartan	candesartan	UATC	UATC:C09CA06	candesartan
sulglicotide	sulglicotide	UATC	UATC:A02BX08	sulglicotide
labetalol and thiazides	labetalol and thiazides	UATC	UATC:C07BG01	labetalol and thiazides
esketamine	esketamine	UATC	UATC:N01AX14	esketamine
rhenium (186Re) etidronic acid	rhenium (186Re) etidronic acid	UATC	UATC:V10BX03	rhenium (186Re) etidronic acid
hemoglobin raffimer	hemoglobin raffimer	UATC	UATC:B05AA09	hemoglobin raffimer
mirabegron	mirabegron	UATC	UATC:G04BD12	mirabegron
atorvastatin, acetylsalicylic acid and ramipril	atorvastatin, acetylsalicylic acid and ramipril	UATC	UATC:C10BX06	atorvastatin, acetylsalicylic acid and ramipril
urokinase	urokinase	UATC	UATC:B01AD04	urokinase
Retinoids for treatment of psoriasis	Retinoids for treatment of psoriasis	UATC	UATC:D05BB	Retinoids for treatment of psoriasis
multienzymes and acid preparations	multienzymes and acid preparations	UATC	UATC:A09AC02	multienzymes and acid preparations
pindolol	pindolol	UATC	UATC:C07AA03	pindolol
tridihexethyl	tridihexethyl	UATC	UATC:A03AB08	tridihexethyl
tioconazole	tioconazole	UATC	UATC:D01AC07	tioconazole
Barium sulfate containing X-ray contrast media	Barium sulfate containing X-ray contrast media	UATC	UATC:V08BA	Barium sulfate containing X-ray contrast media
valaciclovir	valaciclovir	UATC	UATC:J05AB11	valaciclovir
choline fenofibrate	choline fenofibrate	UATC	UATC:C10AB11	choline fenofibrate
g-strophanthin	g-strophanthin	UATC	UATC:C01AC01	g-strophanthin
DIAGNOSTIC AGENTS	DIAGNOSTIC AGENTS	UATC	UATC:V04	DIAGNOSTIC AGENTS
dipyrocetyl, combinations with psycholeptics	dipyrocetyl, combinations with psycholeptics	UATC	UATC:N02BA79	dipyrocetyl, combinations with psycholeptics
reserpine and diuretics, combinations with psycholeptics	reserpine and diuretics, combinations with psycholeptics	UATC	UATC:C02LA71	reserpine and diuretics, combinations with psycholeptics
esomeprazole, amoxicillin and clarithromycin	esomeprazole, amoxicillin and clarithromycin	UATC	UATC:A02BD06	esomeprazole, amoxicillin and clarithromycin
methohexital	methohexital	UATC	UATC:N05CA15	methohexital
formestane	formestane	UATC	UATC:L02BG02	formestane
phenylpropanolamine, combinations	phenylpropanolamine, combinations	UATC	UATC:R01BA51	phenylpropanolamine, combinations
maribavir	maribavir	UATC	UATC:J05AX10	maribavir
estradiol, combinations	estradiol, combinations	UATC	UATC:G03CA53	estradiol, combinations
salbutamol	salbutamol	UATC	UATC:R03AC02	salbutamol
anthrax immunoglobulin	anthrax immunoglobulin	UATC	UATC:J06BB19	anthrax immunoglobulin
bevantolol and thiazides	bevantolol and thiazides	UATC	UATC:C07BB06	bevantolol and thiazides
ethyl hydroxybenzoate	ethyl hydroxybenzoate	UATC	UATC:D01AE10	ethyl hydroxybenzoate
Tertiary amines, anticholinergic	Tertiary amines, anticholinergic	UATC	UATC:N04AA	Tertiary amines, anticholinergic
Low-ceiling diuretics and potassium-sparing agents	Low-ceiling diuretics and potassium-sparing agents	UATC	UATC:C03EA	Low-ceiling diuretics and potassium-sparing agents
temafloxacin	temafloxacin	UATC	UATC:J01MA05	temafloxacin
nitrofural	nitrofural	UATC	UATC:S01AX04	nitrofural
diphenhydramine	diphenhydramine	UATC	UATC:R06AA02	diphenhydramine
dofetilide	dofetilide	UATC	UATC:C01BD04	dofetilide
Solutions producing osmotic diuresis	Solutions producing osmotic diuresis	UATC	UATC:B05BC	Solutions producing osmotic diuresis
aurothioglucose	aurothioglucose	UATC	UATC:M01CB04	aurothioglucose
cholic acid	cholic acid	UATC	UATC:A05AA03	cholic acid
glycobiarsol, combinations	glycobiarsol, combinations	UATC	UATC:P01AR53	glycobiarsol, combinations
tacrine	tacrine	UATC	UATC:N06DA01	tacrine
epinephrine	epinephrine	UATC	UATC:A01AD01	epinephrine
ethambutol	ethambutol	UATC	UATC:J04AK02	ethambutol
lonazolac	lonazolac	UATC	UATC:M01AB09	lonazolac
norgestrel and estrogen	norgestrel and estrogen	UATC	UATC:G03FB01	norgestrel and estrogen
Antacids with sodium bicarbonate	Antacids with sodium bicarbonate	UATC	UATC:A02AH	Antacids with sodium bicarbonate
levodropropizine	levodropropizine	UATC	UATC:R05DB27	levodropropizine
cloxazolam	cloxazolam	UATC	UATC:N05BA22	cloxazolam
blinatumomab	blinatumomab	UATC	UATC:L01XC19	blinatumomab
OTHER COLD PREPARATIONS in ATC	OTHER COLD PREPARATIONS in ATC	UATC	UATC:R05X	OTHER COLD PREPARATIONS in ATC
vorozole	vorozole	UATC	UATC:L02BG05	vorozole
ANABOLIC STEROIDS	ANABOLIC STEROIDS	UATC	UATC:A14A	ANABOLIC STEROIDS
Nicotinic acid and derivatives, lipid modifying, plain	Nicotinic acid and derivatives, lipid modifying, plain	UATC	UATC:C10AD	Nicotinic acid and derivatives, lipid modifying, plain
sodium borate	sodium borate	UATC	UATC:S01AX07	sodium borate
dexetimide	dexetimide	UATC	UATC:N04AA08	dexetimide
mitoguazone	mitoguazone	UATC	UATC:L01XX16	mitoguazone
estradiol	estradiol	UATC	UATC:G03CA03	estradiol
methyltestosterone and estrogen	methyltestosterone and estrogen	UATC	UATC:G03EA01	methyltestosterone and estrogen
altretamine	altretamine	UATC	UATC:L01XX03	altretamine
niclosamide	niclosamide	UATC	UATC:P02DA01	niclosamide
Machine Activity	Machine Activity	STY	STY:T066	Machine Activity
bedaquiline	bedaquiline	UATC	UATC:J04AK05	bedaquiline
Tumor necrosis factor alpha (TNF-) inhibitors	Tumor necrosis factor alpha (TNF-) inhibitors	UATC	UATC:L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
eszopiclone	eszopiclone	UATC	UATC:N05CF04	eszopiclone
Sign or Symptom	Sign or Symptom	STY	STY:T184	Sign or Symptom
LIPID MODIFYING AGENTS, PLAIN	LIPID MODIFYING AGENTS, PLAIN	UATC	UATC:C10A	LIPID MODIFYING AGENTS, PLAIN
Calcium channel blockers and diuretics	Calcium channel blockers and diuretics	UATC	UATC:C08GA	Calcium channel blockers and diuretics
Corticosteroids	Corticosteroids	UATC	UATC:S02BA	Corticosteroids
amino(diphenylhydantoin) valeric acid	amino(diphenylhydantoin) valeric acid	UATC	UATC:N03AB03	amino(diphenylhydantoin) valeric acid
idoxuridine	idoxuridine	UATC	UATC:D06BB01	idoxuridine
droperidol	droperidol	UATC	UATC:N05AD08	droperidol
Vitamin B1, plain	Vitamin B1, plain	UATC	UATC:A11DA	Vitamin B1, plain
lormetazepam	lormetazepam	UATC	UATC:N05CD06	lormetazepam
propenidazole	propenidazole	UATC	UATC:G01AF14	propenidazole
fusidic acid	fusidic acid	UATC	UATC:J01XC01	fusidic acid
Chemical	Chemical	STY	STY:T103	Chemical
propamidine	propamidine	UATC	UATC:D08AC03	propamidine
sulfamethoxazole and trimethoprim	sulfamethoxazole and trimethoprim	UATC	UATC:J01EE01	sulfamethoxazole and trimethoprim
picodralazine and diuretics	picodralazine and diuretics	UATC	UATC:C02LG03	picodralazine and diuretics
megestrol and estrogen	megestrol and estrogen	UATC	UATC:G03FB04	megestrol and estrogen
calcium hexamine thiocyanate	calcium hexamine thiocyanate	UATC	UATC:R01AX01	calcium hexamine thiocyanate
thiamphenicol	thiamphenicol	UATC	UATC:J01BA02	thiamphenicol
methylpentynol	methylpentynol	UATC	UATC:N05CM15	methylpentynol
ulipristal	ulipristal	UATC	UATC:G03XB02	ulipristal
ephedrine	ephedrine	UATC	UATC:S01FB02	ephedrine
varicella, live attenuated	varicella, live attenuated	UATC	UATC:J07BK01	varicella, live attenuated
Opium alkaloids and derivatives, cough suppressants	Opium alkaloids and derivatives, cough suppressants	UATC	UATC:R05DA	Opium alkaloids and derivatives, cough suppressants
oxiconazole	oxiconazole	UATC	UATC:G01AF17	oxiconazole
bromocriptine	bromocriptine	UATC	UATC:G02CB01	bromocriptine
dexmedetomidine	dexmedetomidine	UATC	UATC:N05CM18	dexmedetomidine
Imidazole derivatives, antimycotic for systemic use	Imidazole derivatives, antimycotic for systemic use	UATC	UATC:J02AB	Imidazole derivatives, antimycotic for systemic use
cefotaxime	cefotaxime	UATC	UATC:J01DD01	cefotaxime
furazolidone	furazolidone	UATC	UATC:G01AX06	furazolidone
chlorotrianisene	chlorotrianisene	UATC	UATC:G03CA06	chlorotrianisene
etifoxine	etifoxine	UATC	UATC:N05BX03	etifoxine
insulin (pork)	insulin (pork)	UATC	UATC:A10AC03	insulin (pork)
ixazomib	ixazomib	UATC	UATC:L01XX50	ixazomib
ibalizumab	ibalizumab	UATC	UATC:J05AX23	ibalizumab
OTHER CARDIAC PREPARATIONS in ATC	OTHER CARDIAC PREPARATIONS in ATC	UATC	UATC:C01E	OTHER CARDIAC PREPARATIONS in ATC
calcium aminosalicylate	calcium aminosalicylate	UATC	UATC:J04AA03	calcium aminosalicylate
norethisterone and ethinylestradiol	norethisterone and ethinylestradiol	UATC	UATC:G03AB04	norethisterone and ethinylestradiol
palivizumab	palivizumab	UATC	UATC:J06BB16	palivizumab
apixaban	apixaban	UATC	UATC:B01AF02	apixaban
calcium iopodate	calcium iopodate	UATC	UATC:V08AC10	calcium iopodate
calcium chloride	calcium chloride	UATC	UATC:B05XA07	calcium chloride
atorvastatin and amlodipine	atorvastatin and amlodipine	UATC	UATC:C10BX03	atorvastatin and amlodipine
SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	UATC	UATC:H	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
streptokinase	streptokinase	UATC	UATC:B01AD01	streptokinase
troxerutin, combinations	troxerutin, combinations	UATC	UATC:C05CA54	troxerutin, combinations
sulfamethizole	sulfamethizole	UATC	UATC:B05CA04	sulfamethizole
dienogest and ethinylestradiol	dienogest and ethinylestradiol	UATC	UATC:G03AA16	dienogest and ethinylestradiol
desloratadine	desloratadine	UATC	UATC:R06AX27	desloratadine
aminolevulinic acid	aminolevulinic acid	UATC	UATC:L01XD04	aminolevulinic acid
paclitaxel	paclitaxel	UATC	UATC:L01CD01	paclitaxel
prednisolone	prednisolone	UATC	UATC:R01AD02	prednisolone
Peroxide anti-acne preparations for topical use	Peroxide anti-acne preparations for topical use	UATC	UATC:D10AE	Peroxide anti-acne preparations for topical use
dexpanthenol	dexpanthenol	UATC	UATC:S01XA12	dexpanthenol
dibromotyrosine	dibromotyrosine	UATC	UATC:H03BX02	dibromotyrosine
darbepoetin alfa	darbepoetin alfa	UATC	UATC:B03XA02	darbepoetin alfa
diiodohydroxypropane	diiodohydroxypropane	UATC	UATC:D08AG04	diiodohydroxypropane
Cell Component	Cell Component	STY	STY:T026	Cell Component
Preparations with salicylic acid derivatives, topical for joint and muscle pain	Preparations with salicylic acid derivatives, topical for joint and muscle pain	UATC	UATC:M02AC	Preparations with salicylic acid derivatives, topical for joint and muscle pain
codeine and other non-opioid analgesics	codeine and other non-opioid analgesics	UATC	UATC:N02AJ09	codeine and other non-opioid analgesics
Parasympathomimetics, antiglaucoma preparations and miotics	Parasympathomimetics, antiglaucoma preparations and miotics	UATC	UATC:S01EB	Parasympathomimetics, antiglaucoma preparations and miotics
talinolol	talinolol	UATC	UATC:C07AB13	talinolol
phenothrin, combinations	phenothrin, combinations	UATC	UATC:P03AC53	phenothrin, combinations
thymopentin	thymopentin	UATC	UATC:L03AX09	thymopentin
Glucocorticoid inhalants for obstructive airway disease	Glucocorticoid inhalants for obstructive airway disease	UATC	UATC:R03BA	Glucocorticoid inhalants for obstructive airway disease
nimustine	nimustine	UATC	UATC:L01AD06	nimustine
papillomavirus (human types 6, 11, 16, 18)	papillomavirus (human types 6, 11, 16, 18)	UATC	UATC:J07BM01	papillomavirus (human types 6, 11, 16, 18)
OPHTHALMOLOGICALS	OPHTHALMOLOGICALS	UATC	UATC:S01	OPHTHALMOLOGICALS
pegloticase	pegloticase	UATC	UATC:M04AX02	pegloticase
ciprofloxacin and metronidazole	ciprofloxacin and metronidazole	UATC	UATC:J01RA10	ciprofloxacin and metronidazole
nitrofurantoin	nitrofurantoin	UATC	UATC:J01XE01	nitrofurantoin
sodium iothalamate (125I)	sodium iothalamate (125I)	UATC	UATC:V09CX03	sodium iothalamate (125I)
benzoctamine	benzoctamine	UATC	UATC:N05BD01	benzoctamine
dutasteride	dutasteride	UATC	UATC:G04CB02	dutasteride
aztreonam	aztreonam	UATC	UATC:J01DF01	aztreonam
sertraline	sertraline	UATC	UATC:N06AB06	sertraline
afamelanotide	afamelanotide	UATC	UATC:D02BB02	afamelanotide
PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS	PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS	UATC	UATC:D03	PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
streptomycin, combinations	streptomycin, combinations	UATC	UATC:A07AA54	streptomycin, combinations
alemtuzumab	alemtuzumab	UATC	UATC:L04AA34	alemtuzumab
diclofenamide	diclofenamide	UATC	UATC:S01EC02	diclofenamide
mesna	mesna	UATC	UATC:R05CB05	mesna
phentolamine	phentolamine	UATC	UATC:V03AB36	phentolamine
ferrous carbonate	ferrous carbonate	UATC	UATC:B03AA04	ferrous carbonate
ascorbic acid	ascorbic acid	UATC	UATC:S01XA15	ascorbic acid
benzylpenicillin	benzylpenicillin	UATC	UATC:S01AA14	benzylpenicillin
periciazine	periciazine	UATC	UATC:N05AC01	periciazine
Other central nervous system diagnostic radiopharmaceuticals in ATC	Other central nervous system diagnostic radiopharmaceuticals in ATC	UATC	UATC:V09AX	Other central nervous system diagnostic radiopharmaceuticals in ATC
fexapotide	fexapotide	UATC	UATC:G04CX04	fexapotide
neomycin	neomycin	UATC	UATC:J01GB05	neomycin
benzoxonium chloride	benzoxonium chloride	UATC	UATC:D08AJ05	benzoxonium chloride
Serotonin antagonists and diuretics	Serotonin antagonists and diuretics	UATC	UATC:C02LN	Serotonin antagonists and diuretics
bevonium and analgesics	bevonium and analgesics	UATC	UATC:A03DA03	bevonium and analgesics
rosiglitazone	rosiglitazone	UATC	UATC:A10BG02	rosiglitazone
vinyl ether	vinyl ether	UATC	UATC:N01AA02	vinyl ether
erythromycin	erythromycin	UATC	UATC:S01AA17	erythromycin
domiodol	domiodol	UATC	UATC:R05CB08	domiodol
fosfestrol	fosfestrol	UATC	UATC:L02AA04	fosfestrol
betamethasone and mydriatics	betamethasone and mydriatics	UATC	UATC:S01BB04	betamethasone and mydriatics
Other aminoglycosides in ATC	Other aminoglycosides in ATC	UATC	UATC:J01GB	Other aminoglycosides in ATC
oleandomycin	oleandomycin	UATC	UATC:J01FA05	oleandomycin
sisomicin	sisomicin	UATC	UATC:J01GB08	sisomicin
capsaicin	capsaicin	UATC	UATC:N01BX04	capsaicin
Mucolytics	Mucolytics	UATC	UATC:R05CB	Mucolytics
gonadorelin	gonadorelin	UATC	UATC:H01CA01	gonadorelin
guanethidine	guanethidine	UATC	UATC:C02CC02	guanethidine
fenpiverinium	fenpiverinium	UATC	UATC:A03AB21	fenpiverinium
tazarotene	tazarotene	UATC	UATC:D05AX05	tazarotene
prazosin	prazosin	UATC	UATC:C02CA01	prazosin
folic acid, combinations	folic acid, combinations	UATC	UATC:B03BB51	folic acid, combinations
butylscopolamine	butylscopolamine	UATC	UATC:A03BB01	butylscopolamine
Plant	Plant	STY	STY:T002	Plant
migalastat	migalastat	UATC	UATC:A16AX14	migalastat
fat emulsions	fat emulsions	UATC	UATC:B05BA02	fat emulsions
moroxydine	moroxydine	UATC	UATC:J05AX01	moroxydine
corifollitropin alfa	corifollitropin alfa	UATC	UATC:G03GA09	corifollitropin alfa
dextrothyroxine	dextrothyroxine	UATC	UATC:C10AX01	dextrothyroxine
ACE INHIBITORS, COMBINATIONS	ACE INHIBITORS, COMBINATIONS	UATC	UATC:C09B	ACE INHIBITORS, COMBINATIONS
Iron in combination with folic acid	Iron in combination with folic acid	UATC	UATC:B03AD	Iron in combination with folic acid
IMMUNE SERA SYSTEMIC ANTIINFECTIVES	IMMUNE SERA SYSTEMIC ANTIINFECTIVES	UATC	UATC:J06A	IMMUNE SERA SYSTEMIC ANTIINFECTIVES
cefprozil	cefprozil	UATC	UATC:J01DC10	cefprozil
fluocortolone and antiseptics	fluocortolone and antiseptics	UATC	UATC:D07BC03	fluocortolone and antiseptics
Other antipsoriatics for topical use in ATC	Other antipsoriatics for topical use in ATC	UATC	UATC:D05AX	Other antipsoriatics for topical use in ATC
technetium (99mTc) pentavalent succimer	technetium (99mTc) pentavalent succimer	UATC	UATC:V09IA03	technetium (99mTc) pentavalent succimer
Xanthine derivatives, low-ceiling diuretics	Xanthine derivatives, low-ceiling diuretics	UATC	UATC:C03BD	Xanthine derivatives, low-ceiling diuretics
deferiprone	deferiprone	UATC	UATC:V03AC02	deferiprone
cyclizine	cyclizine	UATC	UATC:R06AE03	cyclizine
Other hem products in ATC	Other hem products in ATC	UATC	UATC:B06AB	Other hem products in ATC
lactic acid producing organisms, combinations	lactic acid producing organisms, combinations	UATC	UATC:A07FA51	lactic acid producing organisms, combinations
ALL OTHER NON-THERAPEUTIC PRODUCTS	ALL OTHER NON-THERAPEUTIC PRODUCTS	UATC	UATC:V07	ALL OTHER NON-THERAPEUTIC PRODUCTS
thioctic acid	thioctic acid	UATC	UATC:A16AX01	thioctic acid
metoprolol and amlodipine	metoprolol and amlodipine	UATC	UATC:C07FB13	metoprolol and amlodipine
Conceptual Entity	Conceptual Entity	STY	STY:T077	Conceptual Entity
flumetasone	flumetasone	UATC	UATC:D07XB01	flumetasone
gliquidone	gliquidone	UATC	UATC:A10BB08	gliquidone
Aminosalicylic acid and similar agents	Aminosalicylic acid and similar agents	UATC	UATC:A07EC	Aminosalicylic acid and similar agents
dexamethasone	dexamethasone	UATC	UATC:D07AB19	dexamethasone
magnesium pidolate	magnesium pidolate	UATC	UATC:A12CC08	magnesium pidolate
halazepam	halazepam	UATC	UATC:N05BA13	halazepam
Tetracyclines	Tetracyclines	UATC	UATC:J01AA	Tetracyclines
rolapitant	rolapitant	UATC	UATC:A04AD14	rolapitant
Phenomenon or Process	Phenomenon or Process	STY	STY:T067	Phenomenon or Process
doxazosin	doxazosin	UATC	UATC:C02CA04	doxazosin
imiglucerase	imiglucerase	UATC	UATC:A16AB02	imiglucerase
clofenamide and potassium	clofenamide and potassium	UATC	UATC:C03BB07	clofenamide and potassium
interferon	interferon	UATC	UATC:S01AD05	interferon
hepatitis A, inactivated, whole virus	hepatitis A, inactivated, whole virus	UATC	UATC:J07BC02	hepatitis A, inactivated, whole virus
Other antidiarrheals in ATC	Other antidiarrheals in ATC	UATC	UATC:A07XA	Other antidiarrheals in ATC
cloprednol	cloprednol	UATC	UATC:H02AB14	cloprednol
drotaverine	drotaverine	UATC	UATC:A03AD02	drotaverine
fumagillin	fumagillin	UATC	UATC:P01AX10	fumagillin
amphotericin B	amphotericin B	UATC	UATC:A07AA07	amphotericin B
ethenzamide, combinations excl. psycholeptics	ethenzamide, combinations excl. psycholeptics	UATC	UATC:N02BA57	ethenzamide, combinations excl. psycholeptics
linaclotide	linaclotide	UATC	UATC:A06AX04	linaclotide
