value_en	description_en	codesystem	code	description_code
Chronic rheumatic heart diseases	Chronic rheumatic heart diseases	ICD-10	urn:miriam:icd:I05-I09	
Diseases of myoneural junction and muscle	Diseases of myoneural junction and muscle	ICD-10	urn:miriam:icd:G70-G73	
Demyelinating diseases of the central nervous system	Demyelinating diseases of the central nervous system	ICD-10	urn:miriam:icd:G35-G37	
Certain infectious and parasitic diseases	Certain infectious and parasitic diseases	ICD-10	urn:miriam:icd:I	
Polyneuropathies and other disorders of the peripheral nervous system	Polyneuropathies and other disorders of the peripheral nervous system	ICD-10	urn:miriam:icd:G60-G64	
Other disorders of eye and adnexa	Other disorders of eye and adnexa	ICD-10	urn:miriam:icd:H55-H59	
Unspecified mental disorder	Unspecified mental disorder	ICD-10	urn:miriam:icd:F99-F99	
Other disorders of the nervous system	Other disorders of the nervous system	ICD-10	urn:miriam:icd:G90-G99	
Disorders of choroid and retina	Disorders of choroid and retina	ICD-10	urn:miriam:icd:H30-H36	
Hypertensive diseases	Hypertensive diseases	ICD-10	urn:miriam:icd:I10-I15	
Systemic atrophies primarily affecting the central nervous system	Systemic atrophies primarily affecting the central nervous system	ICD-10	urn:miriam:icd:G10-G14	
Disorders of optic nerve and visual pathways	Disorders of optic nerve and visual pathways	ICD-10	urn:miriam:icd:H46-H48	
Ischaemic heart diseases	Ischaemic heart diseases	ICD-10	urn:miriam:icd:I20-I25	
Disorders of sclera, cornea, iris and ciliary body	Disorders of sclera, cornea, iris and ciliary body	ICD-10	urn:miriam:icd:H15-H22	
Disorders of vitreous body and globe	Disorders of vitreous body and globe	ICD-10	urn:miriam:icd:H43-H45	
Cerebral palsy and other paralytic syndromes	Cerebral palsy and other paralytic syndromes	ICD-10	urn:miriam:icd:G80-G83	
Disorders of eyelid, lacrimal system and orbit	Disorders of eyelid, lacrimal system and orbit	ICD-10	urn:miriam:icd:H00-H06	
Nerve, nerve root and plexus disorders	Nerve, nerve root and plexus disorders	ICD-10	urn:miriam:icd:G50-G59	
Disorders of lens	Disorders of lens	ICD-10	urn:miriam:icd:H25-H28	
Other degenerative diseases of the nervous system	Other degenerative diseases of the nervous system	ICD-10	urn:miriam:icd:G30-G32	
Extrapyramidal and movement disorders	Extrapyramidal and movement disorders	ICD-10	urn:miriam:icd:G20-G26	
Episodic and paroxysmal disorders	Episodic and paroxysmal disorders	ICD-10	urn:miriam:icd:G40-G47	
Glaucoma	Glaucoma	ICD-10	urn:miriam:icd:H40-H42	
Diseases of external ear	Diseases of external ear	ICD-10	urn:miriam:icd:H60-H62	
Pulmonary heart disease and diseases of pulmonary circulation	Pulmonary heart disease and diseases of pulmonary circulation	ICD-10	urn:miriam:icd:I26-I28	
Visual disturbances and blindness	Visual disturbances and blindness	ICD-10	urn:miriam:icd:H53-H54	
Diseases of inner ear	Diseases of inner ear	ICD-10	urn:miriam:icd:H80-H83	
Acute rheumatic fever	Acute rheumatic fever	ICD-10	urn:miriam:icd:I00-I02	
Inflammatory diseases of the central nervous system	Inflammatory diseases of the central nervous system	ICD-10	urn:miriam:icd:G00-G09	
Influenza and pneumonia	Influenza and pneumonia	ICD-10	urn:miriam:icd:J09-J18	
Other forms of heart disease	Other forms of heart disease	ICD-10	urn:miriam:icd:I30-I52	
Diseases of liver	Diseases of liver	ICD-10	urn:miriam:icd:K70-K77	
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	ICD-10	urn:miriam:icd:III	
Lung diseases due to external agents	Lung diseases due to external agents	ICD-10	urn:miriam:icd:J60-J70	
Chronic lower respiratory diseases	Chronic lower respiratory diseases	ICD-10	urn:miriam:icd:J40-J47	
Other diseases of intestines	Other diseases of intestines	ICD-10	urn:miriam:icd:K55-K64	
Noninfective enteritis and colitis	Noninfective enteritis and colitis	ICD-10	urn:miriam:icd:K50-K52	
Diseases of appendix	Diseases of appendix	ICD-10	urn:miriam:icd:K35-K38	
Other diseases of upper respiratory tract	Other diseases of upper respiratory tract	ICD-10	urn:miriam:icd:J30-J39	
Suppurative and necrotic conditions of lower respiratory tract	Suppurative and necrotic conditions of lower respiratory tract	ICD-10	urn:miriam:icd:J85-J86	
Acute upper respiratory infections	Acute upper respiratory infections	ICD-10	urn:miriam:icd:J00-J06	
Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	ICD-10	urn:miriam:icd:I80-I89	
Diseases of oesophagus, stomach and duodenum	Diseases of oesophagus, stomach and duodenum	ICD-10	urn:miriam:icd:K20-K31	
Other and unspecified disorders of the circulatory system	Other and unspecified disorders of the circulatory system	ICD-10	urn:miriam:icd:I95-I99	
Diseases of peritoneum	Diseases of peritoneum	ICD-10	urn:miriam:icd:K65-K67	
Diseases of arteries, arterioles and capillaries	Diseases of arteries, arterioles and capillaries	ICD-10	urn:miriam:icd:I70-I79	
Other diseases of pleura	Other diseases of pleura	ICD-10	urn:miriam:icd:J90-J94	
Hernia	Hernia	ICD-10	urn:miriam:icd:K40-K46	
Cerebrovascular diseases	Cerebrovascular diseases	ICD-10	urn:miriam:icd:I60-I69	
Neoplasms	Neoplasms	ICD-10	urn:miriam:icd:II	
Endocrine, nutritional and metabolic diseases	Endocrine, nutritional and metabolic diseases	ICD-10	urn:miriam:icd:IV	
Diseases of the circulatory system	Diseases of the circulatory system	ICD-10	urn:miriam:icd:IX	
Other diseases of the respiratory system	Other diseases of the respiratory system	ICD-10	urn:miriam:icd:J95-J99	
Other respiratory diseases principally affecting the interstitium	Other respiratory diseases principally affecting the interstitium	ICD-10	urn:miriam:icd:J80-J84	
Diseases of oral cavity, salivary glands and jaws	Diseases of oral cavity, salivary glands and jaws	ICD-10	urn:miriam:icd:K00-K14	
Other acute lower respiratory infections	Other acute lower respiratory infections	ICD-10	urn:miriam:icd:J20-J22	
Deforming dorsopathies	Deforming dorsopathies	ICD-10	urn:miriam:icd:M40-M43	
Systemic connective tissue disorders	Systemic connective tissue disorders	ICD-10	urn:miriam:icd:M30-M36	
Inflammatory polyarthropathies	Inflammatory polyarthropathies	ICD-10	urn:miriam:icd:M05-M14	
Dorsopathies	Dorsopathies	ICD-10	urn:miriam:icd:M40-M54	
Disorders of gallbladder, biliary tract and pancreas	Disorders of gallbladder, biliary tract and pancreas	ICD-10	urn:miriam:icd:K80-K87	
Bullous disorders	Bullous disorders	ICD-10	urn:miriam:icd:L10-L14	
Radiation-related disorders of the skin and subcutaneous tissue	Radiation-related disorders of the skin and subcutaneous tissue	ICD-10	urn:miriam:icd:L55-L59	
Other diseases of the digestive system	Other diseases of the digestive system	ICD-10	urn:miriam:icd:K90-K93	
Papulosquamous disorders	Papulosquamous disorders	ICD-10	urn:miriam:icd:L40-L45	
Infections of the skin and subcutaneous tissue	Infections of the skin and subcutaneous tissue	ICD-10	urn:miriam:icd:L00-L08	
Other dorsopathies	Other dorsopathies	ICD-10	urn:miriam:icd:M50-M54	
Other joint disorders	Other joint disorders	ICD-10	urn:miriam:icd:M20-M25	
Disorders of synovium and tendon	Disorders of synovium and tendon	ICD-10	urn:miriam:icd:M65-M68	
Spondylopathies	Spondylopathies	ICD-10	urn:miriam:icd:M45-M49	
Disorders of muscles	Disorders of muscles	ICD-10	urn:miriam:icd:M60-M63	
Soft tissue disorders	Soft tissue disorders	ICD-10	urn:miriam:icd:M60-M79	
Disorders of skin appendages	Disorders of skin appendages	ICD-10	urn:miriam:icd:L60-L75	
Other disorders of the skin and subcutaneous tissue	Other disorders of the skin and subcutaneous tissue	ICD-10	urn:miriam:icd:L80-L99	
Infectious arthropathies	Infectious arthropathies	ICD-10	urn:miriam:icd:M00-M03	
Dermatitis and eczema	Dermatitis and eczema	ICD-10	urn:miriam:icd:L20-L30	
Other soft tissue disorders	Other soft tissue disorders	ICD-10	urn:miriam:icd:M70-M79	
Arthropathies	Arthropathies	ICD-10	urn:miriam:icd:M00-M25	
Arthrosis	Arthrosis	ICD-10	urn:miriam:icd:M15-M19	
Urticaria and erythema	Urticaria and erythema	ICD-10	urn:miriam:icd:L50-L54	
Other disorders of the musculoskeletal system and connective tissue	Other disorders of the musculoskeletal system and connective tissue	ICD-10	urn:miriam:icd:M95-M99	
Delivery	Delivery	ICD-10	urn:miriam:icd:O80-O84	
Other disorders of the genitourinary system	Other disorders of the genitourinary system	ICD-10	urn:miriam:icd:N99-N99	
Other osteopathies	Other osteopathies	ICD-10	urn:miriam:icd:M86-M90	
Pregnancy with abortive outcome	Pregnancy with abortive outcome	ICD-10	urn:miriam:icd:O00-O08	
Renal failure	Renal failure	ICD-10	urn:miriam:icd:N17-N19	
Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	ICD-10	urn:miriam:icd:O10-O16	
Other disorders of kidney and ureter	Other disorders of kidney and ureter	ICD-10	urn:miriam:icd:N25-N29	
Complications of labour and delivery	Complications of labour and delivery	ICD-10	urn:miriam:icd:O60-O75	
Disorders of breast	Disorders of breast	ICD-10	urn:miriam:icd:N60-N64	
Chondropathies	Chondropathies	ICD-10	urn:miriam:icd:M91-M94	
Other diseases of urinary system	Other diseases of urinary system	ICD-10	urn:miriam:icd:N30-N39	
Glomerular diseases	Glomerular diseases	ICD-10	urn:miriam:icd:N00-N08	
Diseases of male genital organs	Diseases of male genital organs	ICD-10	urn:miriam:icd:N40-N51	
Inflammatory diseases of female pelvic organs	Inflammatory diseases of female pelvic organs	ICD-10	urn:miriam:icd:N70-N77	
Other maternal disorders predominantly related to pregnancy	Other maternal disorders predominantly related to pregnancy	ICD-10	urn:miriam:icd:O20-O29	
Disorders of bone density and structure	Disorders of bone density and structure	ICD-10	urn:miriam:icd:M80-M85	
Osteopathies and chondropathies	Osteopathies and chondropathies	ICD-10	urn:miriam:icd:M80-M94	
Maternal care related to the fetus and amniotic cavity and possible delivery problems	Maternal care related to the fetus and amniotic cavity and possible delivery problems	ICD-10	urn:miriam:icd:O30-O48	
Renal tubulo-interstitial diseases	Renal tubulo-interstitial diseases	ICD-10	urn:miriam:icd:N10-N16	
Noninflammatory disorders of female genital tract	Noninflammatory disorders of female genital tract	ICD-10	urn:miriam:icd:N80-N98	
Complications predominantly related to the puerperium	Complications predominantly related to the puerperium	ICD-10	urn:miriam:icd:O85-O92	
Urolithiasis	Urolithiasis	ICD-10	urn:miriam:icd:N20-N23	
Other disorders originating in the perinatal period	Other disorders originating in the perinatal period	ICD-10	urn:miriam:icd:P90-P96	
Congenital malformations of the respiratory system	Congenital malformations of the respiratory system	ICD-10	urn:miriam:icd:Q30-Q34	
Birth trauma	Birth trauma	ICD-10	urn:miriam:icd:P10-P15	
Digestive system disorders of fetus and newborn	Digestive system disorders of fetus and newborn	ICD-10	urn:miriam:icd:P75-P78	
Congenital malformations of the urinary system	Congenital malformations of the urinary system	ICD-10	urn:miriam:icd:Q60-Q64	
Cleft lip and cleft palate	Cleft lip and cleft palate	ICD-10	urn:miriam:icd:Q35-Q37	
Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery	Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery	ICD-10	urn:miriam:icd:P00-P04	
Congenital malformations of genital organs	Congenital malformations of genital organs	ICD-10	urn:miriam:icd:Q50-Q56	
Transitory endocrine and metabolic disorders specific to fetus and newborn	Transitory endocrine and metabolic disorders specific to fetus and newborn	ICD-10	urn:miriam:icd:P70-P74	
Congenital malformations and deformations of the musculoskeletal system	Congenital malformations and deformations of the musculoskeletal system	ICD-10	urn:miriam:icd:Q65-Q79	
Other obstetric conditions, not elsewhere classified	Other obstetric conditions, not elsewhere classified	ICD-10	urn:miriam:icd:O94-O99	
Congenital malformations of the circulatory system	Congenital malformations of the circulatory system	ICD-10	urn:miriam:icd:Q20-Q28	
Infections specific to the perinatal period	Infections specific to the perinatal period	ICD-10	urn:miriam:icd:P35-P39	
Other congenital malformations of the digestive system	Other congenital malformations of the digestive system	ICD-10	urn:miriam:icd:Q38-Q45	
Congenital malformations of the nervous system	Congenital malformations of the nervous system	ICD-10	urn:miriam:icd:Q00-Q07	
Congenital malformations of eye, ear, face and neck	Congenital malformations of eye, ear, face and neck	ICD-10	urn:miriam:icd:Q10-Q18	
Conditions involving the integument and temperature regulation of fetus and newborn	Conditions involving the integument and temperature regulation of fetus and newborn	ICD-10	urn:miriam:icd:P80-P83	
Disorders related to length of gestation and fetal growth	Disorders related to length of gestation and fetal growth	ICD-10	urn:miriam:icd:P05-P08	
Haemorrhagic and haematological disorders of fetus and newborn	Haemorrhagic and haematological disorders of fetus and newborn	ICD-10	urn:miriam:icd:P50-P61	
Respiratory and cardiovascular disorders specific to the perinatal period	Respiratory and cardiovascular disorders specific to the perinatal period	ICD-10	urn:miriam:icd:P20-P29	
Injuries to the head	Injuries to the head	ICD-10	urn:miriam:icd:S00-S09	
Injuries to the neck	Injuries to the neck	ICD-10	urn:miriam:icd:S10-S19	
Symptoms and signs involving the nervous and musculoskeletal systems	Symptoms and signs involving the nervous and musculoskeletal systems	ICD-10	urn:miriam:icd:R25-R29	
Symptoms and signs involving cognition, perception, emotional state and behaviour	Symptoms and signs involving cognition, perception, emotional state and behaviour	ICD-10	urn:miriam:icd:R40-R46	
Injuries to the thorax	Injuries to the thorax	ICD-10	urn:miriam:icd:S20-S29	
Injuries to the wrist and hand	Injuries to the wrist and hand	ICD-10	urn:miriam:icd:S60-S69	
Symptoms and signs involving the circulatory and respiratory systems	Symptoms and signs involving the circulatory and respiratory systems	ICD-10	urn:miriam:icd:R00-R09	
Abnormal findings on examination of blood, without diagnosis	Abnormal findings on examination of blood, without diagnosis	ICD-10	urn:miriam:icd:R70-R79	
Other congenital malformations	Other congenital malformations	ICD-10	urn:miriam:icd:Q80-Q89	
Symptoms and signs involving the skin and subcutaneous tissue	Symptoms and signs involving the skin and subcutaneous tissue	ICD-10	urn:miriam:icd:R20-R23	
Injuries to the shoulder and upper arm	Injuries to the shoulder and upper arm	ICD-10	urn:miriam:icd:S40-S49	
Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis	Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis	ICD-10	urn:miriam:icd:R83-R89	
Injuries to the elbow and forearm	Injuries to the elbow and forearm	ICD-10	urn:miriam:icd:S50-S59	
Chromosomal abnormalities, not elsewhere classified	Chromosomal abnormalities, not elsewhere classified	ICD-10	urn:miriam:icd:Q90-Q99	
Injuries to the abdomen, lower back, lumbar spine and pelvis	Injuries to the abdomen, lower back, lumbar spine and pelvis	ICD-10	urn:miriam:icd:S30-S39	
Symptoms and signs involving the digestive system and abdomen	Symptoms and signs involving the digestive system and abdomen	ICD-10	urn:miriam:icd:R10-R19	
Symptoms and signs involving the urinary system	Symptoms and signs involving the urinary system	ICD-10	urn:miriam:icd:R30-R39	
Symptoms and signs involving speech and voice	Symptoms and signs involving speech and voice	ICD-10	urn:miriam:icd:R47-R49	
Abnormal findings on examination of urine, without diagnosis	Abnormal findings on examination of urine, without diagnosis	ICD-10	urn:miriam:icd:R80-R82	
Ill-defined and unknown causes of mortality	Ill-defined and unknown causes of mortality	ICD-10	urn:miriam:icd:R95-R99	
Abnormal findings on diagnostic imaging and in function studies, without diagnosis	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	ICD-10	urn:miriam:icd:R90-R94	
General symptoms and signs	General symptoms and signs	ICD-10	urn:miriam:icd:R50-R69	
Injuries to the knee and lower leg	Injuries to the knee and lower leg	ICD-10	urn:miriam:icd:S80-S89	
Burns and corrosions	Burns and corrosions	ICD-10	urn:miriam:icd:T20-T32	
Burns and corrosions of external body surface, specified by site	Burns and corrosions of external body surface, specified by site	ICD-10	urn:miriam:icd:T20-T25	
Injuries to the ankle and foot	Injuries to the ankle and foot	ICD-10	urn:miriam:icd:S90-S99	
Other and unspecified effects of external causes	Other and unspecified effects of external causes	ICD-10	urn:miriam:icd:T66-T78	
Injuries involving multiple body regions	Injuries involving multiple body regions	ICD-10	urn:miriam:icd:T00-T07	
Effects of foreign body entering through natural orifice	Effects of foreign body entering through natural orifice	ICD-10	urn:miriam:icd:T15-T19	
Burns and corrosions of multiple and unspecified body regions	Burns and corrosions of multiple and unspecified body regions	ICD-10	urn:miriam:icd:T29-T32	
Poisoning by drugs, medicaments and biological substances	Poisoning by drugs, medicaments and biological substances	ICD-10	urn:miriam:icd:T36-T50	
Burns and corrosions confined to eye and internal organs	Burns and corrosions confined to eye and internal organs	ICD-10	urn:miriam:icd:T26-T28	
Toxic effects of substances chiefly nonmedicinal as to source	Toxic effects of substances chiefly nonmedicinal as to source	ICD-10	urn:miriam:icd:T51-T65	
Complications of surgical and medical care, not elsewhere classified	Complications of surgical and medical care, not elsewhere classified	ICD-10	urn:miriam:icd:T80-T88	
Injuries to unspecified part of trunk, limb or body region	Injuries to unspecified part of trunk, limb or body region	ICD-10	urn:miriam:icd:T08-T14	
Frostbite	Frostbite	ICD-10	urn:miriam:icd:T33-T35	
Sequelae of injuries, of poisoning and of other consequences of external causes	Sequelae of injuries, of poisoning and of other consequences of external causes	ICD-10	urn:miriam:icd:T90-T98	
Injuries to the hip and thigh	Injuries to the hip and thigh	ICD-10	urn:miriam:icd:S70-S79	
Certain early complications of trauma	Certain early complications of trauma	ICD-10	urn:miriam:icd:T79-T79	
Congenital malformations, deformations and chromosomal abnormalities	Congenital malformations, deformations and chromosomal abnormalities	ICD-10	urn:miriam:icd:XVII	
Diseases of the eye and adnexa	Diseases of the eye and adnexa	ICD-10	urn:miriam:icd:VII	
Diseases of the genitourinary system	Diseases of the genitourinary system	ICD-10	urn:miriam:icd:XIV	
Injury, poisoning and certain other consequences of external causes	Injury, poisoning and certain other consequences of external causes	ICD-10	urn:miriam:icd:XIX	
Occupant of heavy transport vehicle injured in transport accident	Occupant of heavy transport vehicle injured in transport accident	ICD-10	urn:miriam:icd:V60-V69	
Falls	Falls	ICD-10	urn:miriam:icd:W00-W19	
Contact with venomous animals and plants	Contact with venomous animals and plants	ICD-10	urn:miriam:icd:X20-X29	
Diseases of the skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue	ICD-10	urn:miriam:icd:XII	
Accidental drowning and submersion	Accidental drowning and submersion	ICD-10	urn:miriam:icd:W65-W74	
Other accidental threats to breathing	Other accidental threats to breathing	ICD-10	urn:miriam:icd:W75-W84	
Diseases of the respiratory system	Diseases of the respiratory system	ICD-10	urn:miriam:icd:X	
Mental and behavioural disorders	Mental and behavioural disorders	ICD-10	urn:miriam:icd:V	
Persons encountering health services for examination and investigation	Persons encountering health services for examination and investigation	ICD-10	urn:miriam:icd:Z00-Z13	
Other land transport accidents	Other land transport accidents	ICD-10	urn:miriam:icd:V80-V89	
Exposure to forces of nature	Exposure to forces of nature	ICD-10	urn:miriam:icd:X30-X39	
Accidents	Accidents	ICD-10	urn:miriam:icd:V01-X59	
Contact with heat and hot substances	Contact with heat and hot substances	ICD-10	urn:miriam:icd:X10-X19	
Accidental exposure to other and unspecified factors	Accidental exposure to other and unspecified factors	ICD-10	urn:miriam:icd:X58-X59	
Transport accidents	Transport accidents	ICD-10	urn:miriam:icd:V01-V99	
Misadventures to patients during surgical and medical care	Misadventures to patients during surgical and medical care	ICD-10	urn:miriam:icd:Y60-Y69	
Other and unspecified transport accidents	Other and unspecified transport accidents	ICD-10	urn:miriam:icd:V98-V99	
Pedal cyclist injured in transport accident	Pedal cyclist injured in transport accident	ICD-10	urn:miriam:icd:V10-V19	
Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	ICD-10	urn:miriam:icd:XVIII	
Legal intervention and operations of war	Legal intervention and operations of war	ICD-10	urn:miriam:icd:Y35-Y36	
Exposure to inanimate mechanical forces	Exposure to inanimate mechanical forces	ICD-10	urn:miriam:icd:W20-W49	
Bus occupant injured in transport accident	Bus occupant injured in transport accident	ICD-10	urn:miriam:icd:V70-V79	
Car occupant injured in transport accident	Car occupant injured in transport accident	ICD-10	urn:miriam:icd:V40-V49	
Accidental poisoning by and exposure to noxious substances	Accidental poisoning by and exposure to noxious substances	ICD-10	urn:miriam:icd:X40-X49	
Supplementary factors related to causes of morbidity and mortality classified elsewhere	Supplementary factors related to causes of morbidity and mortality classified elsewhere	ICD-10	urn:miriam:icd:Y90-Y98	
